"","Word","VersionNum","WordType","Block","Word_ID_unique","RTclean_mean","RTclean_sd","Rtclean_n","zRTclean_mean","zRTclean_sd","zRTclean_n","ACC","ACC_n","Concrete_rating","num_boi_pexman","mean_rating_boi_pexman","sd_rating_boi_pexman","num_tillotson_boi","mean_rating_tillotson_boi","sd_rating_tillotson_boi","num_image","mean_rating_image","sd_rating_image
","num_boi","mean_rating_boi","sd_rating_boi","Lg10WF","Lg10CD","Dom_PoS_SUBTLEX","AoA_Kup_lem","group","level"
"1","affection","7","Abstract",1,70185,1098.19,420.02,27,0.0752,1.0261,27,0.871,31,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63548374681491,2.52504480703685,"Noun",8.53,NA,NA
"2","alliteration","2","Abstract",1,20193,1273.88,530.22,24,0.6536,1.0727,24,0.8065,31,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Noun",13.86,NA,NA
"3","allure","2","Abstract",4,20963,853.52,241.63,31,-0.3371,0.7287,31,1,31,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49136169383427,1.44715803134222,"Noun",11.83,NA,NA
"4","amazement","4","Abstract",1,40191,973.57,332.01,30,-0.2256,0.7312,30,0.9375,32,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56820172406699,1.54406804435028,"Noun",9.22,NA,NA
"5","apparition","10","Abstract",3,100739,1136.93,453.43,27,0.3668,1.2859,27,0.8438,32,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60205999132796,1.47712125471966,"Noun",11.94,NA,NA
"6","assertion","8","Abstract",1,80180,1035.79,268.68,28,0.094,0.8111,28,0.9032,31,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17609125905568,1.17609125905568,"Noun",12.24,NA,NA
"7","atheism","8","Abstract",2,80426,1155.38,381.51,26,0.356,0.9814,26,0.8387,31,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",12.69,NA,NA
"8","benediction","1","Abstract",3,10640,1254.11,451.37,27,0.8031,1.0456,27,0.9032,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14612803567824,1.11394335230684,"Noun",14.11,NA,NA
"9","benefit","9","Abstract",3,90639,1081.44,364.28,27,0.2358,0.8693,27,0.9,30,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86510397464113,2.74896286125616,"Noun",9.17,NA,NA
"10","breadth","8","Abstract",2,80424,1168.95,476.76,22,0.4047,1.0912,22,0.7097,31,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36172783601759,1.34242268082221,"Noun",11.38,NA,NA
"11","camaraderie","7","Abstract",4,70977,1283.73,361.34,15,1.0046,0.9716,15,0.5161,31,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44715803134222,1.41497334797082,"Noun",12.22,NA,NA
"12","candidacy","4","Abstract",4,40964,1097.33,385.58,30,0.5472,1.0339,30,0.9375,32,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51851393987789,1.32221929473392,"Noun",12.29,NA,NA
"13","caving","8","Abstract",3,80711,1464.13,354.6,15,1.446,1.3255,15,0.4194,31,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50514997831991,1.32221929473392,"Noun",10.11,NA,NA
"14","chance","6","Abstract",4,60904,1041.88,505.84,26,-0.051,1.0691,26,0.8387,31,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.09004632245736,3.72786644946749,"Noun",7.78,NA,NA
"15","comeback","10","Abstract",2,100379,1159.62,478.78,26,0.4226,0.8929,26,0.8125,32,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23299611039215,2.13987908640124,"Noun",9.8,NA,NA
"16","compliance","4","Abstract",1,40175,1061.43,287.08,28,0.1458,0.9613,28,0.875,32,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70757017609794,1.55630250076729,"Noun",13.48,NA,NA
"17","consent","1","Abstract",1,10150,1172.55,484.46,29,0.4072,1.1615,29,0.9355,31,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57978359661681,2.44870631990508,"Noun",9.95,NA,NA
"18","contempt","1","Abstract",2,10409,917.38,289.41,29,-0.3305,0.5811,29,0.9677,31,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.40993312333129,2.28103336724773,"Noun",12.44,NA,NA
"19","continuity","6","Abstract",3,60719,985.31,456.17,29,-0.1488,0.9026,29,0.9032,31,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55630250076729,1.51851393987789,"Noun",13.68,NA,NA
"20","creation","10","Abstract",3,100704,936.52,283.13,27,-0.1996,0.8994,27,0.8438,32,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49276038902684,2.39445168082622,"Noun",7.79,NA,NA
"21","curiosity","8","Abstract",1,80221,973.14,309.87,28,-0.1343,0.9773,28,0.9032,31,1.61,22,2.363636364,1.733300033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63948648926859,2.55750720190566,"Noun",8.33,NA,NA
"22","cynicism","8","Abstract",4,80978,1075.59,420.21,29,0.2787,1.0989,29,0.9677,31,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67209785793572,1.5910646070265,"Noun",13.25,NA,NA
"23","damnation","2","Abstract",2,20478,1106.61,423.66,28,0.2268,0.7512,28,0.9032,31,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83250891270624,1.76342799356294,"Noun",8.94,NA,NA
"24","defect","3","Abstract",4,30906,889.17,333.63,23,-0.1824,1.1009,23,0.7419,31,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10380372095596,1.94939000664491,"Noun",10.26,NA,NA
"25","desire","3","Abstract",4,30902,831.35,236.47,31,-0.3944,0.6936,31,1,31,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01494034979294,2.86569605991607,"Noun",9.95,NA,NA
"26","disappointment","10","Abstract",1,100180,1025.88,434.91,26,-0.0924,1.1035,26,0.8125,32,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44404479591808,2.40483371661994,"Noun",8.32,NA,NA
"27","disinterest","3","Abstract",2,30423,1208.11,461.22,27,0.5227,0.9133,27,0.9355,31,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.845098040014257,"Noun",9,NA,NA
"28","diversity","2","Abstract",4,20884,894.97,339.98,31,-0.2883,0.9531,31,1,31,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75587485567249,1.61278385671974,"Noun",10.79,NA,NA
"29","divinity","3","Abstract",4,30938,961.38,365.95,29,0.0445,0.9858,29,0.9355,31,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64345267648619,1.46239799789896,"Noun",10.41,NA,NA
"30","doings","2","Abstract",3,20632,1044.71,349.09,28,0.2831,0.7825,28,0.9032,31,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39794000867204,1.38021124171161,"Noun",5.89135,NA,NA
"31","dread","3","Abstract",3,30637,929.76,272.99,25,-0.3351,0.5345,25,0.8387,31,1.86,25,1.32,0.852447457,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11058971029925,2.02118929906994,"Noun",9.44,NA,NA
"32","egoism","5","Abstract",2,50382,984.97,291.27,30,-0.0625,0.7636,30,0.9375,32,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",15.62,NA,NA
"33","eloquence","2","Abstract",2,20458,938.89,394.9,28,-0.1996,0.7237,28,0.9032,31,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44715803134222,1.41497334797082,"Noun",11.71,NA,NA
"34","expertise","10","Abstract",4,100898,1048.39,317.84,31,0.1873,0.8333,31,0.9688,32,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3096301674259,2.25042000230889,"Noun",10.61,NA,NA
"35","exposure","10","Abstract",1,100222,1040.59,382.98,22,-0.0233,1.0055,22,0.6875,32,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46538285144842,2.38201704257487,"Noun",10.44,NA,NA
"36","extermination","10","Abstract",2,100499,1270,611.5,18,0.4353,1.285,18,0.5625,32,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72427586960079,1.5910646070265,"Noun",10.11,NA,NA
"37","federation","10","Abstract",4,100912,968.05,312.92,19,0.0363,1.0486,19,0.5938,32,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29666519026153,1.64345267648619,"Noun",12.17,NA,NA
"38","forte","1","Abstract",1,10140,1212,425.49,25,0.5967,0.8778,25,0.8387,31,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49136169383427,1.47712125471966,"Noun",12.72,NA,NA
"39","health","8","Abstract",3,80709,1039.8,313.12,20,0.358,0.8214,20,0.6452,31,2.28,24,2.25,1.674618711,30,2.27,2.08,NA,NA,NA,NA,NA,NA,3.31281182621209,3.12775251583297,"Noun",7.56,NA,NA
"40","heresy","9","Abstract",3,90678,1059.74,326.24,27,0.2449,0.8528,27,0.9,30,2.04,22,2.227272727,1.743882319,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7160033436348,1.36172783601759,"Noun",12.86,NA,NA
"41","heyday","5","Abstract",2,50484,1209.95,557.03,20,0.4204,0.9895,20,0.6563,32,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.954242509439325,"Noun",10.59,NA,NA
"42","ignoramus","9","Abstract",4,90952,1158.9,381.1,29,0.7401,1.1672,29,0.9667,30,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27875360095283,1.25527250510331,"Noun",11.75,NA,NA
"43","inclement","7","Abstract",1,70189,1249.73,434.15,22,0.5619,0.9004,22,0.8387,31,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.954242509439325,"Noun",12.79,NA,NA
"44","inertness","7","Abstract",2,70498,1152.7,447.58,27,0.5895,1.1871,27,0.8387,31,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.698970004336019,"Noun",14.39,NA,NA
"45","infinitive","6","Abstract",3,60681,1098,458.54,27,0.0546,0.8748,27,0.871,31,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",13.28,NA,NA
"46","instinct","1","Abstract",3,10696,1000.66,301.4,29,-0.032,0.7592,29,0.9355,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59217675739587,2.50650503240487,"Noun",10.65,NA,NA
"47","intention","5","Abstract",4,50899,943.4,372.61,30,-0.1771,1.061,30,0.9688,32,1.7,23,2.130434783,1.659801407,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7481880270062,2.65991620006985,"Noun",9.42,NA,NA
"48","justification","6","Abstract",3,60700,1008.73,335.34,30,0.047,0.8992,30,0.9677,31,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68124123737559,1.6232492903979,"Noun",10.74,NA,NA
"49","kinetics","10","Abstract",1,100211,1527.44,570,16,1.3003,1.2121,16,0.5,32,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",14,NA,NA
"50","lesbianism","6","Abstract",2,60496,1399.74,567.18,19,0.8828,1.1255,19,0.6774,31,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.954242509439325,"Noun",14.44,NA,NA
"51","letdown","8","Abstract",2,80438,1137.14,378.01,28,0.4186,1.1103,28,0.871,31,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25527250510331,1.23044892137827,"Noun",10.28,NA,NA
"52","lingo","7","Abstract",4,70980,1156.37,460.64,19,0.6732,0.9972,19,0.6129,31,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77815125038364,1.74036268949424,"Noun",10.89,NA,NA
"53","literacy","3","Abstract",1,30128,1167.7,518.53,23,0.1566,0.8789,23,0.7097,31,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41497334797082,1.39794000867204,"Noun",11.44,NA,NA
"54","loss","2","Abstract",4,20971,949,368.46,27,0.0566,1.1893,27,0.9032,31,2.19,23,1.434782609,0.895751942,29,1.62,1.35,NA,NA,NA,NA,NA,NA,3.17201880942456,3.05880548667591,"Noun",5,NA,NA
"55","manifestation","2","Abstract",3,20659,1157.86,270.58,22,0.7357,0.8845,22,0.7097,31,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73239375982297,1.69019608002851,"Noun",14.17,NA,NA
"56","marxism","9","Abstract",3,90729,1167.88,382.11,25,0.5277,1.1088,25,0.8333,30,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.903089986991944,"Noun",NA,NA,NA
"57","mayhem","5","Abstract",3,50680,1086.07,393.77,28,0.1673,1.0527,28,0.875,32,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04139268515822,1.95424250943932,"Noun",10.37,NA,NA
"58","merriment","3","Abstract",1,30160,1197.15,497.44,26,0.3407,0.998,26,0.8387,31,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11394335230684,1.07918124604762,"Noun",11.88,NA,NA
"59","miracle","8","Abstract",4,80924,981.19,357.99,27,-0.0325,0.87,27,0.871,31,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13353890837022,2.94051648493257,"Noun",6.8,NA,NA
"60","misery","5","Abstract",3,50722,968.58,385.75,31,-0.1647,1.0195,31,0.9688,32,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72181061521255,2.58206336291171,"Noun",9.22,NA,NA
"61","mistake","7","Abstract",4,70990,1000.54,345.06,26,0.1197,0.8697,26,0.871,31,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71608685377483,3.4944328987264,"Noun",5.78,NA,NA
"62","mockery","6","Abstract",2,60402,965.83,251.07,24,-0.1198,0.5919,24,0.8065,31,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97772360528885,1.88649072517248,"Noun",12.22,NA,NA
"63","motif","9","Abstract",2,90422,998.94,390.56,18,0.2916,1.3453,18,0.6,30,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53147891704226,1.43136376415899,"Noun",13.55,NA,NA
"64","nationalist","4","Abstract",2,40396,1220.85,389.66,13,0.7592,1.2628,13,0.4375,32,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11394335230684,1.11394335230684,"Noun",13.47,NA,NA
"65","negation","4","Abstract",1,40216,1026.82,375.68,28,0.005,0.954,28,0.9063,32,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",14.28,NA,NA
"66","oversight","4","Abstract",4,40892,1016.92,256.98,25,0.2691,0.7192,25,0.7813,32,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8750612633917,1.83884909073726,"Noun",11.28,NA,NA
"67","peacetime","9","Abstract",3,90707,1325.32,530.27,19,0.9764,1.2798,19,0.7,30,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36172783601759,1.32221929473392,"Noun",10.25,NA,NA
"68","penance","9","Abstract",4,90915,1026.27,303.67,22,0.3833,1.1838,22,0.7,30,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86923171973098,1.77815125038364,"Noun",12.5,NA,NA
"69","persuasion","3","Abstract",3,30678,1059.27,435.79,26,0.1098,1.1086,26,0.871,31,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00432137378264,1.94939000664491,"Noun",10.9,NA,NA
"70","plainness","8","Abstract",4,80890,1209.88,452.91,25,0.7027,1.0578,25,0.8387,31,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",9.78,NA,NA
"71","prodigal","2","Abstract",2,20414,1122.85,454.83,26,0.401,1.3643,26,0.8065,31,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76342799356294,1.7160033436348,"Noun",11.72,NA,NA
"72","prognosis","10","Abstract",1,100178,1317.82,440.46,17,0.8223,1.1224,17,0.625,32,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74036268949424,1.69019608002851,"Noun",14.1,NA,NA
"73","psychology","6","Abstract",3,60654,994.63,295.59,19,0.0315,1.0286,19,0.6129,31,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44715803134222,2.35218251811136,"Noun",11.72,NA,NA
"74","pureblood","7","Abstract",3,70741,1141.11,245.79,9,0.9373,0.7977,9,0.3226,31,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.301029995663981,"Noun",9.94,NA,NA
"75","quirk","All","Abstract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32221929473392,1.27875360095283,"Noun",11.39,NA,NA
"76","rawness","6","Abstract",4,60900,1043.9,332.32,21,0.1794,0.8253,21,0.6774,31,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",8.68,NA,NA
"77","reconciliation","9","Abstract",2,90458,1087.81,267.34,27,0.3862,0.7978,27,0.9333,30,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72427586960079,1.6232492903979,"Noun",10.82,NA,NA
"78","refinement","6","Abstract",2,60406,1146.13,424.76,23,0.2279,0.839,23,0.8387,31,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44715803134222,1.34242268082221,"Noun",11.11,NA,NA
"79","reformer","3","Abstract",4,30884,1196,590.48,10,0.4401,1.3247,10,0.3226,31,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,1,"Noun",14.26,NA,NA
"80","reign","3","Abstract",2,30384,1190.65,593.58,23,0.4553,1.2501,23,0.7419,31,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20411998265592,2.13033376849501,"Noun",9.42,NA,NA
"81","religion","6","Abstract",3,60724,1045.86,289.13,21,0.0504,1.0403,21,0.7097,31,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85003325768977,2.64443858946784,"Noun",7.06,NA,NA
"82","reminder","8","Abstract",3,80633,1143.46,484.1,24,0.3943,1.2984,24,0.7419,31,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28555730900777,2.25285303097989,"Noun",7.5,NA,NA
"83","repute","6","Abstract",3,60666,1058.62,445.8,29,0.0089,0.8553,29,0.9677,31,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,1.07918124604762,"Noun",12.38,NA,NA
"84","requisition","1","Abstract",2,10449,1017.79,474.7,24,-0.0583,0.9724,24,0.8387,31,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76342799356294,1.6232492903979,"Noun",13.42,NA,NA
"85","revisionist","2","Abstract",1,20201,1255.45,376.99,11,0.6462,1.1375,11,0.3548,31,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14612803567824,1.07918124604762,"Noun",16.53,NA,NA
"86","romance","2","Abstract",4,20983,940.28,240.08,29,-0.0191,0.963,29,0.9355,31,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8992731873176,2.75739602879302,"Noun",9.28,NA,NA
"87","ruling","10","Abstract",1,100195,1117.48,371.34,21,0.4222,1.09,21,0.6563,32,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32221929473392,2.2405492482826,"Noun",9.89,NA,NA
"88","scheme","8","Abstract",3,80656,1120,357.41,22,0.2849,0.8351,22,0.7419,31,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56937390961505,2.47275644931721,"Noun",9.65,NA,NA
"89","sensibility","6","Abstract",1,60133,898.37,243.96,27,-0.5013,0.8019,27,0.871,31,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41497334797082,1.38021124171161,"Noun",10.65,NA,NA
"90","solitude","2","Abstract",1,20152,1055.82,469.53,28,0.017,1.1117,28,0.9032,31,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01283722470517,1.96378782734556,"Noun",12,NA,NA
"91","spirit","4","Abstract",4,40958,933.7,211.93,20,0.0371,0.716,20,0.6452,31,1.6,25,1.84,1.434108318,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.40105572577184,3.16643011384328,"Noun",7.11,NA,NA
"92","strangeness","6","Abstract",1,60246,1289.04,450.71,26,0.8188,1.1704,26,0.871,31,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27875360095283,1.25527250510331,"Noun",9.28,NA,NA
"93","subjectivity","1","Abstract",2,10423,1075.83,544.77,30,0.1451,1.2483,30,0.9677,31,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.778151250383644,"Noun",14.67,NA,NA
"94","supposition","8","Abstract",4,80953,1001.28,353.58,29,0.2122,1.1938,29,1,31,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23044892137827,1.17609125905568,"Noun",12.23,NA,NA
"95","tactics","7","Abstract",3,70692,1146.41,387.51,22,0.5162,1.0767,22,0.7097,31,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38381536598043,2.29666519026153,"Noun",9.402877,NA,NA
"96","taker","10","Abstract",1,100137,1125.6,269.72,10,0.4534,1.3051,10,0.3438,32,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67209785793572,1.56820172406699,"Noun",7.9,NA,NA
"97","tenderness","10","Abstract",1,100166,1223.81,558.07,26,0.3416,1.1376,26,0.8125,32,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11394335230684,1.98677173426624,"Noun",8.79,NA,NA
"98","uplift","8","Abstract",1,80159,1021.23,264.89,22,0.0131,0.8044,22,0.7097,31,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14612803567824,1.14612803567824,"Noun",10,NA,NA
"99","veneration","2","Abstract",1,20175,1368.22,411.66,23,1.0581,1.2164,23,0.7742,31,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",16.08,NA,NA
"100","vulgarity","9","Abstract",1,90159,1044.66,281.29,29,0.0198,0.803,29,0.9667,30,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27875360095283,1.23044892137827,"Noun",11.94,NA,NA
"101","barnyard","8","Concrete",3,80616,796.97,303.55,31,-0.6702,0.6021,31,1,31,4.79,22,3.045454545,1.731425857,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66275783168157,1.51851393987789,"Noun",5.38,"[1.28,3.68]","low"
"102","bobtail","3","Concrete",4,30754,941,360.37,30,-0.119,0.7282,30,1,31,4.59,25,3.48,2.181742423,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",9.59,"[1.28,3.68]","low"
"103","combustion","5","Concrete",2,50333,1185.7,461.65,20,0.6507,1.101,20,0.625,32,3.86,22,2.181818182,1.735795787,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81291335664286,1.66275783168157,"Noun",11.42,"[1.28,3.68]","low"
"104","cortisone","4","Concrete",4,40819,1036.91,301.02,22,0.4001,0.9567,22,0.75,32,3.65,25,3.68,2.13541565,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47712125471966,0.954242509439325,"Noun",12.33,"[1.28,3.68]","low"
"105","crucifixion","7","Concrete",1,70003,1353.65,421.75,20,0.9481,1.1099,20,0.6774,31,4,27,2.37037037,1.944383393,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5910646070265,1.44715803134222,"Noun",9.2,"[1.28,3.68]","low"
"106","ebony","10","Concrete",1,100040,1024.1,407.81,21,0.0039,0.9365,21,0.6563,32,4,25,2.4,1.957890021,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65321251377534,1.44715803134222,"Noun",11.18,"[1.28,3.68]","low"
